,Latitude,Longitude,cluster,cluster_n
7100,44.5,3.75,14,14
7101,44.5,4.0,14,14
7102,44.5,4.25,13,13
7103,44.5,4.5,13,13
7104,44.5,4.75,3,13
7105,44.5,5.0,14,13
7106,44.5,5.25,14,13
7107,44.5,5.5,14,13
7108,44.5,5.75,14,14
7109,44.5,6.0,14,14
7110,44.5,6.25,14,7
7111,44.5,6.5,7,7
7112,44.5,6.75,7,7
7113,44.5,7.0,7,7
7114,44.5,7.25,5,7
7115,44.5,7.5,13,7
7116,44.5,7.75,8,13
7117,44.5,8.0,13,13
7118,44.5,8.25,13,13
7119,44.5,8.5,13,13
7120,44.5,8.75,13,13
7121,44.5,9.0,13,13
7122,44.5,9.25,5,13
7123,44.5,9.5,5,8
7124,44.5,9.75,1,8
7125,44.5,10.0,5,8
7126,44.5,10.25,5,8
7127,44.5,10.5,13,8
7128,44.5,10.75,8,8
7129,44.5,11.0,8,8
7130,44.5,11.25,8,8
7131,44.5,11.5,8,8
7132,44.5,11.75,13,8
7133,44.5,12.0,13,13
7134,44.5,12.25,13,13
7135,44.5,15.0,13,13
7136,44.5,15.25,5,5
7137,44.5,15.5,13,5
7138,44.5,15.75,5,5
7139,44.5,16.0,5,5
7140,44.5,16.25,5,5
7141,44.5,16.5,5,5
7142,44.5,16.75,5,5
7143,44.5,17.0,5,5
7144,44.5,17.25,5,8
7145,44.5,17.5,13,8
7146,44.5,17.75,8,8
7147,44.5,18.0,8,8
7148,44.5,18.25,8,8
7149,44.5,18.5,8,8
7150,44.5,18.75,8,8
7151,44.5,19.0,8,8
7152,44.5,19.25,8,8
7153,44.5,19.5,8,8
7154,44.5,19.75,8,8
7155,44.5,20.0,8,8
7156,44.5,20.25,8,8
7157,44.5,20.5,8,8
7158,44.5,20.75,8,8
7159,44.5,21.0,8,8
7160,44.5,21.25,8,8
7161,44.5,21.5,8,8
7162,44.5,21.75,8,8
7163,44.5,22.0,8,8
7164,44.5,22.25,8,8
7165,44.5,22.5,8,8
7166,44.5,22.75,8,8
7167,44.5,23.0,8,8
7168,44.5,23.25,8,8
7169,44.5,23.5,8,8
7170,44.5,23.75,8,8
7171,44.5,24.0,8,8
7172,44.5,24.25,8,8
7173,44.5,24.5,8,8
7174,44.5,24.75,8,8
7175,44.5,25.0,8,8
7176,44.25,-1.25,3,3
7177,44.25,-1.0,3,3
7178,44.25,-0.75,3,3
7179,44.25,-0.5,3,3
7180,44.25,-0.25,3,3
7181,44.25,0.0,3,3
7182,44.25,0.25,3,3
7183,44.25,0.5,3,3
7184,44.25,0.75,3,3
7185,44.25,1.0,3,3
7186,44.25,1.25,3,3
7187,44.25,1.5,3,3
7188,44.25,1.75,3,3
7189,44.25,2.0,3,3
7190,44.25,2.25,1,3
7191,44.25,2.5,1,3
7192,44.25,2.75,14,1
7193,44.25,3.0,14,14
7194,44.25,3.25,14,14
7195,44.25,3.5,14,14
7196,44.25,3.75,14,14
7197,44.25,4.0,9,14
7198,44.25,4.25,13,13
7199,44.25,4.5,13,13
7200,44.25,4.75,13,13
7201,44.25,5.0,13,13
7202,44.25,5.25,13,13
7203,44.25,5.5,14,13
7204,44.25,5.75,14,14
7205,44.25,6.0,14,14
7206,44.25,6.25,14,14
7207,44.25,6.5,7,7
7208,44.25,6.75,7,7
7209,44.25,7.0,7,7
7210,44.25,7.25,7,7
7211,44.25,7.5,5,7
7212,44.25,7.75,5,13
7213,44.25,8.0,5,13
7214,44.25,8.25,14,13
7215,44.25,9.5,13,13
7216,44.25,9.75,13,13
7217,44.25,10.0,13,8
7218,44.25,10.25,7,8
7219,44.25,10.5,5,8
7220,44.25,10.75,5,13
7221,44.25,11.0,5,13
7222,44.25,11.25,5,13
7223,44.25,11.5,13,13
7224,44.25,11.75,13,13
7225,44.25,12.0,13,13
7226,44.25,12.25,13,13
7227,44.25,15.25,13,5
7228,44.25,15.5,13,5
7229,44.25,15.75,5,5
7230,44.25,16.0,5,5
7231,44.25,16.25,5,5
7232,44.25,16.5,5,5
7233,44.25,16.75,5,5
7234,44.25,17.0,5,5
7235,44.25,17.25,5,5
7236,44.25,17.5,5,5
7237,44.25,17.75,13,5
7238,44.25,18.0,8,8
7239,44.25,18.25,5,8
7240,44.25,18.5,5,8
7241,44.25,18.75,5,8
7242,44.25,19.0,5,8
7243,44.25,19.25,8,8
7244,44.25,19.5,8,8
7245,44.25,19.75,8,8
7246,44.25,20.0,8,8
7247,44.25,20.25,8,8
7248,44.25,20.5,8,8
7249,44.25,20.75,8,8
7250,44.25,21.0,8,8
7251,44.25,21.25,8,8
7252,44.25,21.5,8,8
7253,44.25,21.75,8,8
7254,44.25,22.0,8,8
7255,44.25,22.25,8,8
7256,44.25,22.5,8,8
7257,44.25,22.75,8,8
7258,44.25,23.0,8,8
7259,44.25,23.25,8,8
7260,44.25,23.5,8,8
7261,44.25,23.75,8,8
7262,44.25,24.0,8,8
7263,44.25,24.25,8,8
7264,44.25,24.5,8,8
7265,44.25,24.75,8,8
7266,44.25,25.0,8,8
7267,44.0,-1.25,3,3
7268,44.0,-1.0,3,3
7269,44.0,-0.75,3,3
7270,44.0,-0.5,3,3
7271,44.0,-0.25,3,3
7272,44.0,0.0,3,3
7273,44.0,0.25,3,3
7274,44.0,0.5,3,3
7275,44.0,0.75,3,3
7276,44.0,1.0,3,3
7277,44.0,1.25,3,3
7278,44.0,1.5,3,3
7279,44.0,1.75,3,3
7280,44.0,2.0,3,3
7281,44.0,2.25,3,3
7282,44.0,2.5,3,3
7283,44.0,2.75,3,3
7284,44.0,3.0,3,3
7285,44.0,3.25,14,14
7286,44.0,3.5,1,14
7287,44.0,3.75,3,14
7288,44.0,4.0,9,13
7289,44.0,4.25,13,13
7290,44.0,4.5,13,13
7291,44.0,4.75,13,13
7292,44.0,5.0,13,13
7293,44.0,5.25,13,13
7294,44.0,5.5,5,13
7295,44.0,5.75,13,13
7296,44.0,6.0,13,13
7297,44.0,6.25,14,13
7298,44.0,6.5,14,13
7299,44.0,6.75,1,7
7300,44.0,7.0,14,7
7301,44.0,7.25,5,7
7302,44.0,7.5,1,13
7303,44.0,7.75,5,13
7304,44.0,8.0,13,13
7305,44.0,10.25,13,13
7306,44.0,10.5,13,13
7307,44.0,10.75,5,13
7308,44.0,11.0,5,13
7309,44.0,11.25,13,13
7310,44.0,11.5,5,13
7311,44.0,11.75,13,13
7312,44.0,12.0,13,13
7313,44.0,12.25,13,13
7314,44.0,12.5,13,13
7315,44.0,15.5,13,5
7316,44.0,15.75,13,5
7317,44.0,16.0,13,5
7318,44.0,16.25,13,5
7319,44.0,16.5,5,5
7320,44.0,16.75,5,5
7321,44.0,17.0,5,5
7322,44.0,17.25,5,5
7323,44.0,17.5,13,5
7324,44.0,17.75,5,5
7325,44.0,18.0,13,5
7326,44.0,18.25,8,5
7327,44.0,18.5,5,5
7328,44.0,18.75,5,5
7329,44.0,19.0,5,5
7330,44.0,19.25,5,5
7331,44.0,19.5,8,8
7332,44.0,19.75,5,8
7333,44.0,20.0,8,8
7334,44.0,20.25,8,8
7335,44.0,20.5,8,8
7336,44.0,20.75,8,8
7337,44.0,21.0,8,8
7338,44.0,21.25,8,8
7339,44.0,21.5,8,8
7340,44.0,21.75,5,8
7341,44.0,22.0,8,8
7342,44.0,22.25,8,8
7343,44.0,22.5,8,8
7344,44.0,22.75,8,8
7345,44.0,23.0,8,8
7346,44.0,23.25,8,8
7347,44.0,23.5,8,8
7348,44.0,23.75,8,8
7349,44.0,24.0,8,8
7350,44.0,24.25,8,8
7351,44.0,24.5,8,8
7352,44.0,24.75,8,8
7353,44.0,25.0,8,8
7354,43.75,-1.25,3,3
7355,43.75,-1.0,3,3
7356,43.75,-0.75,3,3
7357,43.75,-0.5,3,3
7358,43.75,-0.25,3,3
7359,43.75,0.0,3,3
7360,43.75,0.25,3,3
7361,43.75,0.5,3,3
7362,43.75,0.75,3,3
7363,43.75,1.0,3,3
7364,43.75,1.25,3,3
7365,43.75,1.5,3,3
7366,43.75,1.75,3,3
7367,43.75,2.0,3,3
7368,43.75,2.25,3,3
7369,43.75,2.5,1,3
7370,43.75,2.75,14,3
7371,43.75,3.0,14,3
7372,43.75,3.25,14,3
7373,43.75,3.5,14,14
7374,43.75,3.75,9,13
7375,43.75,4.0,13,13
7376,43.75,4.25,13,13
7377,43.75,4.5,13,13
7378,43.75,4.75,13,13
7379,43.75,5.0,13,13
7380,43.75,5.25,13,13
7381,43.75,5.5,13,13
7382,43.75,5.75,13,13
7383,43.75,6.0,13,13
7384,43.75,6.25,14,13
7385,43.75,6.5,14,13
7386,43.75,6.75,14,13
7387,43.75,7.0,1,13
7388,43.75,7.25,13,13
7389,43.75,10.5,13,13
7390,43.75,10.75,13,13
7391,43.75,11.0,13,13
7392,43.75,11.25,13,13
7393,43.75,11.5,13,13
7394,43.75,11.75,13,13
7395,43.75,12.0,5,13
7396,43.75,12.25,5,13
7397,43.75,12.5,13,13
7398,43.75,12.75,13,13
7399,43.75,13.0,13,13
7400,43.75,16.0,13,5
7401,43.75,16.25,13,5
7402,43.75,16.5,5,5
7403,43.75,16.75,13,5
7404,43.75,17.0,5,5
7405,43.75,17.25,5,5
7406,43.75,17.5,5,5
7407,43.75,17.75,13,5
7408,43.75,18.0,5,5
7409,43.75,18.25,5,5
7410,43.75,18.5,5,5
7411,43.75,18.75,5,5
7412,43.75,19.0,8,5
7413,43.75,19.25,8,5
7414,43.75,19.5,5,5
7415,43.75,19.75,5,5
7416,43.75,20.0,8,8
7417,43.75,20.25,8,8
7418,43.75,20.5,8,8
7419,43.75,20.75,8,8
7420,43.75,21.0,8,8
7421,43.75,21.25,8,8
7422,43.75,21.5,8,8
7423,43.75,21.75,8,8
7424,43.75,22.0,8,8
7425,43.75,22.25,8,8
7426,43.75,22.5,8,8
7427,43.75,22.75,8,8
7428,43.75,23.0,8,8
7429,43.75,23.25,8,8
7430,43.75,23.5,8,8
7431,43.75,23.75,8,8
7432,43.75,24.0,8,8
7433,43.75,24.25,8,8
7434,43.75,24.5,8,8
7435,43.75,24.75,8,8
7436,43.75,25.0,8,8
7437,43.5,-8.25,6,6
7438,43.5,-8.0,6,6
7439,43.5,-7.75,6,6
7440,43.5,-7.5,6,6
7441,43.5,-7.25,6,6
7442,43.5,-7.0,6,6
7443,43.5,-6.75,6,14
7444,43.5,-6.5,6,14
7445,43.5,-6.25,6,14
7446,43.5,-6.0,3,14
7447,43.5,-5.75,3,14
7448,43.5,-5.5,6,14
7449,43.5,-5.25,6,14
7450,43.5,-1.5,3,3
7451,43.5,-1.25,3,3
7452,43.5,-1.0,3,3
7453,43.5,-0.75,3,3
7454,43.5,-0.5,3,3
7455,43.5,-0.25,3,3
7456,43.5,0.0,3,3
7457,43.5,0.25,3,3
7458,43.5,0.5,3,3
7459,43.5,0.75,3,3
7460,43.5,1.0,3,3
7461,43.5,1.25,3,3
7462,43.5,1.5,3,3
7463,43.5,1.75,3,3
7464,43.5,2.0,3,3
7465,43.5,2.25,1,3
7466,43.5,2.5,1,3
7467,43.5,2.75,3,3
7468,43.5,3.0,3,3
7469,43.5,3.25,3,3
7470,43.5,3.5,13,3
7471,43.5,3.75,9,13
7472,43.5,4.25,13,13
7473,43.5,4.5,13,13
7474,43.5,4.75,13,13
7475,43.5,5.0,13,13
7476,43.5,5.25,13,13
7477,43.5,5.5,13,13
7478,43.5,5.75,13,13
7479,43.5,6.0,13,13
7480,43.5,6.25,13,13
7481,43.5,6.5,13,13
7482,43.5,6.75,13,13
7483,43.5,10.5,13,13
7484,43.5,10.75,13,13
7485,43.5,11.0,13,13
7486,43.5,11.25,13,13
7487,43.5,11.5,13,13
7488,43.5,11.75,13,13
7489,43.5,12.0,13,13
7490,43.5,12.25,13,13
7491,43.5,12.5,13,13
7492,43.5,12.75,1,13
7493,43.5,13.0,13,13
7494,43.5,13.25,13,13
7495,43.5,13.5,13,13
7496,43.5,16.75,13,5
7497,43.5,17.0,5,5
7498,43.5,17.25,13,5
7499,43.5,17.5,5,5
7500,43.5,17.75,13,5
7501,43.5,18.0,7,5
7502,43.5,18.25,1,5
7503,43.5,18.5,5,5
7504,43.5,18.75,5,5
7505,43.5,19.0,5,5
7506,43.5,19.25,5,5
7507,43.5,19.5,5,5
7508,43.5,19.75,5,5
7509,43.5,20.0,5,5
7510,43.5,20.25,5,5
7511,43.5,20.5,5,8
7512,43.5,20.75,5,8
7513,43.5,21.0,8,8
7514,43.5,21.25,8,8
7515,43.5,21.5,8,8
7516,43.5,21.75,8,8
7517,43.5,22.0,8,8
7518,43.5,22.25,8,8
7519,43.5,22.5,5,8
7520,43.5,22.75,8,8
7521,43.5,23.0,8,8
7522,43.5,23.25,8,8
7523,43.5,23.5,8,8
7524,43.5,23.75,8,8
7525,43.5,24.0,8,8
7526,43.5,24.25,8,8
7527,43.5,24.5,8,8
7528,43.5,24.75,8,8
7529,43.5,25.0,8,8
7530,43.25,-9.0,6,6
7531,43.25,-8.75,6,6
7532,43.25,-8.5,6,6
7533,43.25,-8.25,3,6
7534,43.25,-8.0,6,6
7535,43.25,-7.75,6,6
7536,43.25,-7.5,6,6
7537,43.25,-7.25,6,6
7538,43.25,-7.0,6,14
7539,43.25,-6.75,14,14
7540,43.25,-6.5,6,14
7541,43.25,-6.25,14,14
7542,43.25,-6.0,6,14
7543,43.25,-5.75,14,14
7544,43.25,-5.5,3,14
7545,43.25,-5.25,14,14
7546,43.25,-5.0,14,14
7547,43.25,-4.75,14,14
7548,43.25,-4.5,9,14
7549,43.25,-4.25,9,14
7550,43.25,-4.0,14,14
7551,43.25,-3.75,14,14
7552,43.25,-3.5,3,14
7553,43.25,-3.25,3,14
7554,43.25,-3.0,9,14
7555,43.25,-2.75,3,14
7556,43.25,-2.5,3,14
7557,43.25,-2.25,3,14
7558,43.25,-2.0,3,14
7559,43.25,-1.75,3,3
7560,43.25,-1.5,3,3
7561,43.25,-1.25,3,3
7562,43.25,-1.0,3,3
7563,43.25,-0.75,3,3
7564,43.25,-0.5,3,3
7565,43.25,-0.25,3,3
7566,43.25,0.0,3,3
7567,43.25,0.25,3,3
7568,43.25,0.5,3,3
7569,43.25,0.75,3,3
7570,43.25,1.0,3,3
7571,43.25,1.25,3,3
7572,43.25,1.5,3,3
7573,43.25,1.75,3,3
7574,43.25,2.0,3,3
7575,43.25,2.25,3,3
7576,43.25,2.5,3,3
7577,43.25,2.75,3,3
7578,43.25,3.0,3,3
7579,43.25,3.25,3,3
7580,43.25,5.5,13,13
7581,43.25,5.75,13,13
7582,43.25,6.0,13,13
7583,43.25,6.25,13,13
7584,43.25,6.5,13,13
7585,43.25,10.75,13,13
7586,43.25,11.0,13,13
7587,43.25,11.25,13,13
7588,43.25,11.5,13,13
7589,43.25,11.75,13,13
7590,43.25,12.0,13,13
7591,43.25,12.25,13,13
7592,43.25,12.5,13,13
7593,43.25,12.75,13,13
7594,43.25,13.0,13,13
7595,43.25,13.25,13,13
7596,43.25,13.5,13,13
7597,43.25,13.75,13,13
7598,43.25,17.25,13,5
7599,43.25,17.5,8,5
7600,43.25,17.75,13,5
7601,43.25,18.0,5,5
7602,43.25,18.25,5,5
7603,43.25,18.5,5,5
7604,43.25,18.75,7,5
7605,43.25,19.0,5,5
7606,43.25,19.25,5,5
7607,43.25,19.5,5,5
7608,43.25,19.75,5,5
7609,43.25,20.0,5,5
7610,43.25,20.25,5,5
7611,43.25,20.5,8,5
7612,43.25,20.75,5,8
7613,43.25,21.0,5,8
7614,43.25,21.25,8,8
7615,43.25,21.5,8,8
7616,43.25,21.75,8,8
7617,43.25,22.0,8,8
7618,43.25,22.25,8,8
7619,43.25,22.5,8,8
7620,43.25,22.75,5,8
7621,43.25,23.0,5,8
7622,43.25,23.25,8,8
7623,43.25,23.5,8,8
7624,43.25,23.75,8,8
7625,43.25,24.0,8,8
7626,43.25,24.25,8,8
7627,43.25,24.5,8,8
7628,43.25,24.75,8,8
7629,43.25,25.0,8,8
7630,43.0,-9.0,6,6
7631,43.0,-8.75,6,6
7632,43.0,-8.5,6,6
7633,43.0,-8.25,3,6
7634,43.0,-8.0,14,6
7635,43.0,-7.75,6,6
7636,43.0,-7.5,6,6
7637,43.0,-7.25,14,14
7638,43.0,-7.0,6,14
7639,43.0,-6.75,14,14
7640,43.0,-6.5,7,14
7641,43.0,-6.25,14,14
7642,43.0,-6.0,14,14
7643,43.0,-5.75,14,14
7644,43.0,-5.5,7,14
7645,43.0,-5.25,14,14
7646,43.0,-5.0,14,14
7647,43.0,-4.75,7,14
7648,43.0,-4.5,14,14
7649,43.0,-4.25,14,14
7650,43.0,-4.0,14,14
7651,43.0,-3.75,14,14
7652,43.0,-3.5,14,14
7653,43.0,-3.25,14,14
7654,43.0,-3.0,3,14
7655,43.0,-2.75,14,14
7656,43.0,-2.5,14,14
7657,43.0,-2.25,3,14
7658,43.0,-2.0,14,14
7659,43.0,-1.75,14,14
7660,43.0,-1.5,14,14
7661,43.0,-1.25,14,3
7662,43.0,-1.0,14,14
7663,43.0,-0.75,14,3
7664,43.0,-0.5,14,14
7665,43.0,-0.25,14,14
7666,43.0,0.0,14,3
7667,43.0,0.25,14,3
7668,43.0,0.5,14,3
7669,43.0,0.75,1,3
7670,43.0,1.0,14,3
7671,43.0,1.25,3,3
7672,43.0,1.5,1,3
7673,43.0,1.75,1,3
7674,43.0,2.0,3,3
7675,43.0,2.25,3,3
7676,43.0,2.5,3,3
7677,43.0,2.75,3,3
7678,43.0,3.0,3,3
7679,43.0,10.75,13,13
7680,43.0,11.0,13,13
7681,43.0,11.25,13,13
7682,43.0,11.5,13,13
7683,43.0,11.75,13,13
7684,43.0,12.0,13,13
7685,43.0,12.25,13,13
7686,43.0,12.5,13,13
7687,43.0,12.75,13,13
7688,43.0,13.0,5,13
7689,43.0,13.25,5,13
7690,43.0,13.5,13,13
7691,43.0,13.75,13,13
7692,43.0,17.25,13,5
7693,43.0,17.5,8,5
7694,43.0,17.75,13,5
7695,43.0,18.0,13,5
7696,43.0,18.25,5,5
7697,43.0,18.5,5,5
7698,43.0,18.75,5,5
7699,43.0,19.0,5,5
7700,43.0,19.25,7,5
7701,43.0,19.5,5,5
7702,43.0,19.75,5,5
7703,43.0,20.0,5,5
7704,43.0,20.25,5,5
7705,43.0,20.5,5,5
7706,43.0,20.75,5,5
7707,43.0,21.0,5,8
7708,43.0,21.25,5,8
7709,43.0,21.5,5,8
7710,43.0,21.75,8,8
7711,43.0,22.0,8,8
7712,43.0,22.25,5,8
7713,43.0,22.5,5,8
7714,43.0,22.75,8,8
7715,43.0,23.0,8,8
7716,43.0,23.25,5,8
7717,43.0,23.5,5,8
7718,43.0,23.75,8,8
7719,43.0,24.0,8,8
7720,43.0,24.25,8,8
7721,43.0,24.5,8,8
7722,43.0,24.75,5,8
7723,43.0,25.0,8,8
7724,42.75,-8.75,14,6
7725,42.75,-8.5,6,6
7726,42.75,-8.25,6,6
7727,42.75,-8.0,14,14
7728,42.75,-7.75,14,14
7729,42.75,-7.5,14,14
7730,42.75,-7.25,14,14
7731,42.75,-7.0,14,14
7732,42.75,-6.75,14,14
7733,42.75,-6.5,14,14
7734,42.75,-6.25,14,14
7735,42.75,-6.0,14,14
7736,42.75,-5.75,14,14
7737,42.75,-5.5,14,14
7738,42.75,-5.25,14,14
7739,42.75,-5.0,14,14
7740,42.75,-4.75,14,14
7741,42.75,-4.5,14,14
7742,42.75,-4.25,14,14
7743,42.75,-4.0,14,14
7744,42.75,-3.75,14,14
7745,42.75,-3.5,14,14
7746,42.75,-3.25,14,14
7747,42.75,-3.0,14,14
7748,42.75,-2.75,14,14
7749,42.75,-2.5,14,14
7750,42.75,-2.25,14,14
7751,42.75,-2.0,14,14
7752,42.75,-1.75,9,14
7753,42.75,-1.5,9,9
7754,42.75,-1.25,14,14
7755,42.75,-1.0,14,14
7756,42.75,-0.75,14,14
7757,42.75,-0.5,7,14
7758,42.75,-0.25,7,14
7759,42.75,0.0,14,14
7760,42.75,0.25,7,14
7761,42.75,0.5,7,14
7762,42.75,0.75,14,14
7763,42.75,1.0,7,14
7764,42.75,1.25,14,14
7765,42.75,1.5,14,3
7766,42.75,1.75,14,3
7767,42.75,2.0,7,3
7768,42.75,2.25,14,3
7769,42.75,2.5,3,3
7770,42.75,2.75,3,3
7771,42.75,3.0,3,3
7772,42.75,10.25,13,13
7773,42.75,11.0,13,13
7774,42.75,11.25,13,13
7775,42.75,11.5,13,13
7776,42.75,11.75,13,13
7777,42.75,12.0,13,13
7778,42.75,12.25,13,13
7779,42.75,12.5,13,13
7780,42.75,12.75,13,13
7781,42.75,13.0,13,13
7782,42.75,13.25,5,13
7783,42.75,13.5,13,13
7784,42.75,13.75,13,13
7785,42.75,18.0,13,5
7786,42.75,18.25,13,5
7787,42.75,18.5,13,5
7788,42.75,18.75,5,5
7789,42.75,19.0,13,5
7790,42.75,19.25,7,5
7791,42.75,19.5,5,5
7792,42.75,19.75,5,5
7793,42.75,20.0,5,5
7794,42.75,20.25,7,5
7795,42.75,20.5,8,5
7796,42.75,20.75,8,5
7797,42.75,21.0,8,8
7798,42.75,21.25,5,8
7799,42.75,21.5,5,8
7800,42.75,21.75,5,8
7801,42.75,22.0,5,8
7802,42.75,22.25,5,8
7803,42.75,22.5,5,8
7804,42.75,22.75,5,5
7805,42.75,23.0,5,5
7806,42.75,23.25,8,8
7807,42.75,23.5,8,8
7808,42.75,23.75,5,8
7809,42.75,24.0,5,8
7810,42.75,24.25,5,8
7811,42.75,24.5,5,8
7812,42.75,24.75,5,8
7813,42.75,25.0,5,8
7814,42.5,-8.75,3,6
7815,42.5,-8.5,14,6
7816,42.5,-8.25,14,14
7817,42.5,-8.0,6,14
7818,42.5,-7.75,14,14
7819,42.5,-7.5,6,14
7820,42.5,-7.25,14,14
7821,42.5,-7.0,14,14
7822,42.5,-6.75,6,14
7823,42.5,-6.5,14,14
7824,42.5,-6.25,14,14
7825,42.5,-6.0,14,14
7826,42.5,-5.75,14,14
7827,42.5,-5.5,14,14
7828,42.5,-5.25,14,14
7829,42.5,-5.0,14,14
7830,42.5,-4.75,14,14
7831,42.5,-4.5,14,14
7832,42.5,-4.25,14,14
7833,42.5,-4.0,14,14
7834,42.5,-3.75,14,14
7835,42.5,-3.5,14,14
7836,42.5,-3.25,14,14
7837,42.5,-3.0,14,14
7838,42.5,-2.75,14,14
7839,42.5,-2.5,9,14
7840,42.5,-2.25,9,14
7841,42.5,-2.0,9,14
7842,42.5,-1.75,9,14
7843,42.5,-1.5,9,9
7844,42.5,-1.25,9,9
7845,42.5,-1.0,14,9
7846,42.5,-0.75,14,14
7847,42.5,-0.5,14,14
7848,42.5,-0.25,14,14
7849,42.5,0.0,14,14
7850,42.5,0.25,14,14
7851,42.5,0.5,14,14
7852,42.5,0.75,7,14
7853,42.5,1.0,7,14
7854,42.5,1.25,14,14
7855,42.5,1.5,14,14
7856,42.5,1.75,7,14
7857,42.5,2.0,7,3
7858,42.5,2.25,7,9
7859,42.5,2.5,7,9
7860,42.5,2.75,9,3
7861,42.5,3.0,9,3
7862,42.5,8.75,1,13
7863,42.5,9.0,1,13
7864,42.5,9.25,1,13
7865,42.5,9.5,13,13
7866,42.5,11.25,13,13
7867,42.5,11.5,13,13
7868,42.5,11.75,13,13
7869,42.5,12.0,13,13
7870,42.5,12.25,13,13
7871,42.5,12.5,13,13
7872,42.5,12.75,13,13
7873,42.5,13.0,5,13
7874,42.5,13.25,5,13
7875,42.5,13.5,5,13
7876,42.5,13.75,13,13
7877,42.5,14.0,13,13
7878,42.5,18.5,13,5
7879,42.5,18.75,8,5
7880,42.5,19.0,5,5
7881,42.5,19.25,13,5
7882,42.5,19.5,5,5
7883,42.5,19.75,7,5
7884,42.5,20.0,7,5
7885,42.5,20.25,5,5
7886,42.5,20.5,8,5
7887,42.5,20.75,8,5
7888,42.5,21.0,5,5
7889,42.5,21.25,8,5
7890,42.5,21.5,8,8
7891,42.5,21.75,8,5
7892,42.5,22.0,5,8
7893,42.5,22.25,5,8
7894,42.5,22.5,5,5
7895,42.5,22.75,8,5
7896,42.5,23.0,8,5
7897,42.5,23.25,5,5
7898,42.5,23.5,5,5
7899,42.5,23.75,5,5
7900,42.5,24.0,8,5
7901,42.5,24.25,8,5
7902,42.5,24.5,8,5
7903,42.5,24.75,8,8
7904,42.5,25.0,5,8
7905,42.25,-8.5,6,14
7906,42.25,-8.25,14,14
7907,42.25,-8.0,6,14
7908,42.25,-7.75,14,14
7909,42.25,-7.5,14,14
7910,42.25,-7.25,14,14
7911,42.25,-7.0,14,14
7912,42.25,-6.75,14,14
7913,42.25,-6.5,14,14
7914,42.25,-6.25,14,14
7915,42.25,-6.0,14,14
7916,42.25,-5.75,14,14
7917,42.25,-5.5,14,14
7918,42.25,-5.25,14,14
7919,42.25,-5.0,14,14
7920,42.25,-4.75,14,14
7921,42.25,-4.5,14,14
7922,42.25,-4.25,14,14
7923,42.25,-4.0,14,14
7924,42.25,-3.75,14,14
7925,42.25,-3.5,14,14
7926,42.25,-3.25,7,14
7927,42.25,-3.0,14,14
7928,42.25,-2.75,14,14
7929,42.25,-2.5,14,14
7930,42.25,-2.25,14,14
7931,42.25,-2.0,9,14
7932,42.25,-1.75,9,14
7933,42.25,-1.5,9,9
7934,42.25,-1.25,9,9
7935,42.25,-1.0,14,9
7936,42.25,-0.75,9,9
7937,42.25,-0.5,14,9
7938,42.25,-0.25,14,14
7939,42.25,0.0,14,9
7940,42.25,0.25,9,14
7941,42.25,0.5,9,14
7942,42.25,0.75,9,14
7943,42.25,1.0,14,14
7944,42.25,1.25,14,14
7945,42.25,1.5,14,14
7946,42.25,1.75,14,14
7947,42.25,2.0,14,9
7948,42.25,2.25,14,9
7949,42.25,2.5,9,9
7950,42.25,2.75,9,3
7951,42.25,3.0,9,3
7952,42.25,8.75,1,13
7953,42.25,9.0,7,13
7954,42.25,9.25,1,13
7955,42.25,9.5,13,13
7956,42.25,11.75,13,13
7957,42.25,12.0,13,13
7958,42.25,12.25,13,13
7959,42.25,12.5,13,13
7960,42.25,12.75,13,13
7961,42.25,13.0,5,13
7962,42.25,13.25,5,13
7963,42.25,13.5,5,13
7964,42.25,13.75,1,13
7965,42.25,14.0,13,13
7966,42.25,14.25,13,13
7967,42.25,14.5,13,13
7968,42.25,19.0,13,5
7969,42.25,19.25,8,5
7970,42.25,19.5,13,5
7971,42.25,19.75,5,5
7972,42.25,20.0,1,5
7973,42.25,20.25,13,5
7974,42.25,20.5,5,5
7975,42.25,20.75,8,5
7976,42.25,21.0,5,5
7977,42.25,21.25,8,5
7978,42.25,21.5,5,5
7979,42.25,21.75,8,5
7980,42.25,22.0,5,5
7981,42.25,22.25,5,8
7982,42.25,22.5,5,5
7983,42.25,22.75,8,5
7984,42.25,23.0,8,5
7985,42.25,23.25,5,5
7986,42.25,23.5,5,5
7987,42.25,23.75,5,5
7988,42.25,24.0,8,5
7989,42.25,24.25,8,5
7990,42.25,24.5,8,5
7991,42.25,24.75,8,5
7992,42.25,25.0,8,5
7993,42.0,-8.75,3,14
7994,42.0,-8.5,3,14
7995,42.0,-8.25,14,14
7996,42.0,-8.0,14,14
7997,42.0,-7.75,14,14
7998,42.0,-7.5,14,14
7999,42.0,-7.25,14,14
8000,42.0,-7.0,14,14
8001,42.0,-6.75,14,14
8002,42.0,-6.5,14,14
8003,42.0,-6.25,14,14
8004,42.0,-6.0,14,14
8005,42.0,-5.75,14,14
8006,42.0,-5.5,14,14
8007,42.0,-5.25,14,14
8008,42.0,-5.0,14,14
8009,42.0,-4.75,14,14
8010,42.0,-4.5,14,14
8011,42.0,-4.25,14,14
8012,42.0,-4.0,14,14
8013,42.0,-3.75,14,14
8014,42.0,-3.5,14,14
8015,42.0,-3.25,14,14
